timestamp,location,price,loyaltynum,geometry,Cluster Nummer
,Brew've Been Served,10.96,L2490,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Ouzeri Elian,27.32,L2490,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Abila Airport,228.41,L2769,"POLYGON ((24.82586806 36.050888, 24.82586806 36.05103021, 24.82598413 36.05103021, 24.82598413 36.050888, 24.82586806 36.050888))",44.0
,Abila Airport,4898.39,L2769,"POLYGON ((24.82586806 36.050888, 24.82586806 36.05103021, 24.82598413 36.05103021, 24.82598413 36.050888, 24.82586806 36.050888))",44.0
,Carlyle Chemical Inc.,3630.57,L5756,"POLYGON ((24.88541875 36.05838201, 24.88541875 36.05849041, 24.88556292 36.05849041, 24.88556292 36.05838201, 24.88541875 36.05838201))",49.0
,Carlyle Chemical Inc.,794.88,L5756,"POLYGON ((24.88541875 36.05838201, 24.88541875 36.05849041, 24.88556292 36.05849041, 24.88556292 36.05838201, 24.88541875 36.05838201))",49.0
,Carlyle Chemical Inc.,3470.99,L5756,"POLYGON ((24.88541875 36.05838201, 24.88541875 36.05849041, 24.88556292 36.05849041, 24.88556292 36.05838201, 24.88541875 36.05838201))",49.0
,Hallowed Grounds,4.59,L8012,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Guy's Gyros,50.4,L3288,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Brew've Been Served,16.53,L3259,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Roberts and Sons,203.81,L3259,"POLYGON ((24.85096416 36.06319689, 24.85096416 36.06349309, 24.8523291 36.06349309, 24.8523291 36.06319689, 24.85096416 36.06319689))",6.0
,Brew've Been Served,12.31,L9363,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Abila Scrapyard,4277.4,L3317,"POLYGON ((24.84589546 36.07434876, 24.84589546 36.07443715, 24.84602789 36.07443715, 24.84602789 36.07434876, 24.84589546 36.07434876))",53.0
,Abila Airport,3339.21,L3317,"POLYGON ((24.82586806 36.050888, 24.82586806 36.05103021, 24.82598413 36.05103021, 24.82598413 36.050888, 24.82586806 36.050888))",44.0
,Brew've Been Served,5.87,L7291,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Chostus Hotel,113.08,L7291,"POLYGON ((24.89517128 36.07062423, 24.89517128 36.07074329, 24.89528259 36.07074329, 24.89528259 36.07062423, 24.89517128 36.07062423))",22.0
,Brew've Been Served,4.72,L8566,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,23.59,L8566,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Brew've Been Served,7.31,L9254,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,26.14,L9254,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Hallowed Grounds,15.86,L5777,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Ouzeri Elian,24.81,L5777,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Ouzeri Elian,32.95,L5777,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Guy's Gyros,14.37,L7783,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Bean There Done That,5.34,L3191,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Ouzeri Elian,23.18,L6267,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Ouzeri Elian,8.93,L1682,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Brew've Been Served,15.58,L1485,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,21.43,L1485,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Bean There Done That,13.13,L3014,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Bean There Done That,18.96,L4149,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Ouzeri Elian,36.47,L4149,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Hallowed Grounds,12.17,L6544,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Kronos Mart,258.83,L6544,"POLYGON ((24.84977038 36.06582196, 24.84977038 36.06589457, 24.84983936 36.06589457, 24.84983936 36.06582196, 24.84977038 36.06582196))",14.0
,Ouzeri Elian,22.86,L6544,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Brew've Been Served,6.58,L5259,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,General Grocer,106.2,L5259,"POLYGON ((24.85648014 36.0603296, 24.85648014 36.06043016, 24.85657552 36.06043016, 24.85657552 36.0603296, 24.85648014 36.0603296))",9.0
,Brew've Been Served,3.71,L3800,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,25.58,L5553,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Hallowed Grounds,5.28,L5553,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Bean There Done That,15.24,L3366,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Brew've Been Served,15.5,L8148,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,36.35,L8148,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Brew've Been Served,11.23,L3572,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,27.01,L3572,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Brew've Been Served,14.06,L2490,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,18.04,L2490,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Ouzeri Elian,12.9,L2490,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Abila Airport,3152.41,L2769,"POLYGON ((24.82586806 36.050888, 24.82586806 36.05103021, 24.82598413 36.05103021, 24.82598413 36.050888, 24.82586806 36.050888))",44.0
,Abila Airport,875.87,L2769,"POLYGON ((24.82586806 36.050888, 24.82586806 36.05103021, 24.82598413 36.05103021, 24.82598413 36.050888, 24.82586806 36.050888))",44.0
,Brew've Been Served,9.7,L2169,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,31.04,L2169,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Carlyle Chemical Inc.,3608.08,L5756,"POLYGON ((24.88541875 36.05838201, 24.88541875 36.05849041, 24.88556292 36.05849041, 24.88556292 36.05838201, 24.88541875 36.05838201))",49.0
,Carlyle Chemical Inc.,1112.04,L5756,"POLYGON ((24.88541875 36.05838201, 24.88541875 36.05849041, 24.88556292 36.05849041, 24.88556292 36.05838201, 24.88541875 36.05838201))",49.0
,Carlyle Chemical Inc.,1392.73,L5756,"POLYGON ((24.88541875 36.05838201, 24.88541875 36.05849041, 24.88556292 36.05849041, 24.88556292 36.05838201, 24.88541875 36.05838201))",49.0
,Maximum Iron and Steel,4788.22,L8477,"POLYGON ((24.83306528 36.06523446, 24.83306528 36.06534083, 24.83318494 36.06534083, 24.83318494 36.06523446, 24.83306528 36.06523446))",45.0
,Maximum Iron and Steel,4788.22,L8477,"POLYGON ((24.84137818 36.06402993, 24.84137818 36.06410072, 24.8414797 36.06410072, 24.8414797 36.06402993, 24.84137818 36.06402993))",46.0
,Guy's Gyros,15.89,L9637,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Ouzeri Elian,28.86,L3288,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Hallowed Grounds,14.33,L7814,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Brew've Been Served,11.47,L3259,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Brew've Been Served,18.58,L9363,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Brew've Been Served,19.87,L7291,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Brew've Been Served,4.92,L8566,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,General Grocer,137.65,L8566,"POLYGON ((24.85648014 36.0603296, 24.85648014 36.06043016, 24.85657552 36.06043016, 24.85657552 36.0603296, 24.85648014 36.0603296))",9.0
,Guy's Gyros,19.8,L8566,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,29.34,L9254,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,28.75,L9254,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,General Grocer,83.11,L6886,"POLYGON ((24.85648014 36.0603296, 24.85648014 36.06043016, 24.85657552 36.06043016, 24.85657552 36.0603296, 24.85648014 36.0603296))",9.0
,Guy's Gyros,10.27,L5777,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Hallowed Grounds,12.19,L5777,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Ouzeri Elian,9.91,L5777,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Bean There Done That,19.82,L7783,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Kronos Mart,286.24,L7783,"POLYGON ((24.84977038 36.06582196, 24.84977038 36.06589457, 24.84983936 36.06589457, 24.84983936 36.06582196, 24.84977038 36.06582196))",14.0
,Bean There Done That,12.33,L3191,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Ouzeri Elian,23.89,L6267,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Brew've Been Served,5.82,L1485,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Ouzeri Elian,12.47,L1485,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Guy's Gyros,31.48,L6119,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Hallowed Grounds,13.84,L6119,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Bean There Done That,5.56,L3014,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Guy's Gyros,32.8,L3014,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,11.31,L6544,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Hallowed Grounds,18.2,L6544,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Hallowed Grounds,7.22,L4424,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Albert's Fine Clothing,91.71,L5259,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))",5.0
,Brew've Been Served,16.9,L5259,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,29.7,L5259,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Brew've Been Served,7.31,L3800,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,25.57,L3800,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Hallowed Grounds,4.98,L5553,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Bean There Done That,17.4,L3366,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Brew've Been Served,12.83,L8148,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,13.48,L8148,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,30.76,L8148,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Abila Airport,1676.53,L7761,"POLYGON ((24.82586806 36.050888, 24.82586806 36.05103021, 24.82598413 36.05103021, 24.82598413 36.050888, 24.82586806 36.050888))",44.0
,Brew've Been Served,12.67,L3572,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Brew've Been Served,19.9,L2490,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,8.31,L2490,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Abila Airport,3917.3,L2769,"POLYGON ((24.82586806 36.050888, 24.82586806 36.05103021, 24.82598413 36.05103021, 24.82598413 36.050888, 24.82586806 36.050888))",44.0
,Abila Airport,3032.97,L2769,"POLYGON ((24.82586806 36.050888, 24.82586806 36.05103021, 24.82598413 36.05103021, 24.82598413 36.050888, 24.82586806 36.050888))",44.0
,Brew've Been Served,17.44,L2169,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Roberts and Sons,155.76,L2169,"POLYGON ((24.85096416 36.06319689, 24.85096416 36.06349309, 24.8523291 36.06349309, 24.8523291 36.06319689, 24.85096416 36.06319689))",6.0
,Carlyle Chemical Inc.,419.93,L5756,"POLYGON ((24.88541875 36.05838201, 24.88541875 36.05849041, 24.88556292 36.05849041, 24.88556292 36.05838201, 24.88541875 36.05838201))",49.0
,Carlyle Chemical Inc.,1814.24,L5756,"POLYGON ((24.88541875 36.05838201, 24.88541875 36.05849041, 24.88556292 36.05849041, 24.88556292 36.05838201, 24.88541875 36.05838201))",49.0
,Ouzeri Elian,29.99,L3288,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Hallowed Grounds,17.74,L7814,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Hallowed Grounds,12.61,L3259,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Guy's Gyros,28.27,L9363,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Abila Scrapyard,1897.05,L3317,"POLYGON ((24.84589546 36.07434876, 24.84589546 36.07443715, 24.84602789 36.07443715, 24.84602789 36.07434876, 24.84589546 36.07434876))",53.0
,Abila Airport,3138.98,L3317,"POLYGON ((24.82586806 36.050888, 24.82586806 36.05103021, 24.82598413 36.05103021, 24.82598413 36.050888, 24.82586806 36.050888))",44.0
,Guy's Gyros,31.31,L7291,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Brew've Been Served,4.7,L8566,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,37.8,L8566,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Brew've Been Served,8.18,L9254,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Roberts and Sons,240.66,L9254,"POLYGON ((24.85096416 36.06319689, 24.85096416 36.06349309, 24.8523291 36.06349309, 24.8523291 36.06319689, 24.85096416 36.06319689))",6.0
,Hallowed Grounds,9.4,L5777,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Ouzeri Elian,35.81,L5777,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Bean There Done That,19.67,L7783,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Bean There Done That,8.21,L3191,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Guy's Gyros,8.64,L4164,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Ouzeri Elian,38.6,L6267,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Brew've Been Served,3.09,L1485,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,39.14,L1485,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,8.54,L1485,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Chostus Hotel,119.62,L5947,"POLYGON ((24.89517128 36.07062423, 24.89517128 36.07074329, 24.89528259 36.07074329, 24.89528259 36.07062423, 24.89517128 36.07062423))",22.0
,Hallowed Grounds,14.58,L6119,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Bean There Done That,19.56,L3014,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Albert's Fine Clothing,1239.41,L4149,"POLYGON ((24.85756408 36.07660977, 24.85756408 36.07669916, 24.85769227 36.07669916, 24.85769227 36.07660977, 24.85756408 36.07660977))",5.0
,Bean There Done That,18.72,L4149,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,General Grocer,78.03,L6544,"POLYGON ((24.85648014 36.0603296, 24.85648014 36.06043016, 24.85657552 36.06043016, 24.85657552 36.0603296, 24.85648014 36.0603296))",9.0
,Hallowed Grounds,18.6,L4424,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Brew've Been Served,15.46,L5259,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,8.31,L5259,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Brew've Been Served,12.56,L3800,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Hallowed Grounds,15.98,L5553,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Bean There Done That,5.77,L3366,"POLYGON ((24.85086542 36.08172086, 24.85086542 36.08182801, 24.85096705 36.08182801, 24.85096705 36.08172086, 24.85086542 36.08172086))",16.0
,Guy's Gyros,19.68,L8148,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Brew've Been Served,11.04,L3572,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Brew've Been Served,13.66,L2490,"POLYGON ((24.89986513 36.05402149, 24.89986513 36.05591615, 24.9025875 36.05591615, 24.9025875 36.05402149, 24.89986513 36.05402149))",2.0
,Guy's Gyros,22.18,L2490,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,37.55,L2490,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Guy's Gyros,15.4,L2169,"POLYGON ((24.90094207 36.05842222, 24.90094207 36.05853953, 24.90110187 36.05853953, 24.90110187 36.05842222, 24.90094207 36.05842222))",50.0
,Hallowed Grounds,3.25,L8012,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
,Ouzeri Elian,10.21,L3288,"POLYGON ((24.87076418 36.05192026, 24.87076418 36.05197804, 24.8708547 36.05197804, 24.8708547 36.05192026, 24.87076418 36.05192026))",13.0
,Hallowed Grounds,18.22,L7814,"POLYGON ((24.88586563 36.06362146, 24.88586563 36.06371539, 24.88596752 36.06371539, 24.88596752 36.06362146, 24.88586563 36.06362146))",28.0
